Charge,Dist_m,Elev_mil,D_Elev_per_100m_DR_mil,TOF_per_100m_DR_sec,TOF_sec,Az_per_1ms_mil,w_range_1ms_h_m,w_range_1ms_t_m,air_t_1_dec_m,air_t_1_inc_m,air_dens_1_dec_m,air_dens_1_inc_m
0,100,1493,9.3,1.4,14,3.7,0.4,-0.3,0,0,0,0
0,150,1438,14.4,1.4,13.9,2.5,0.5,-0.3,0,0,-0.1,0.1
0,200,1381,20.2,1.4,13.8,1.9,0.5,-0.4,0,0,-0.1,0.1
0,250,1321,27.6,1.5,13.6,1.5,0.5,-0.4,0.1,-0.1,-0.1,0.1
0,300,1256,36.2,1.6,13.3,1.3,0.6,-0.4,0.1,-0.1,-0.1,0.1
0,350,1183,48.8,1.7,12.9,1.1,0.6,-0.5,0.1,-0.1,-0.1,0.1
0,400,1097,68.9,1.9,12.4,0.9,0.6,-0.5,0.1,0,-0.2,0.2
0,450,979,111.8,2.3,11.6,0.8,0.7,-0.6,0.1,0,-0.2,0.2
1,300,1512,2.2,0.8,27.1,8.3,2.6,-2.4,0,0,-0.4,0.4
1,350,1497,2.6,0.8,27.1,7.1,2.7,-2.4,0.1,0,-0.5,0.4
1,400,1482,3.1,0.8,27.1,6.2,2.7,-2.5,0,0,-0.5,0.5
1,450,1466,3.4,0.8,27,5.6,2.8,-2.5,0.1,-0.1,-0.6,0.6
1,500,1451,3.8,0.8,27,5,2.9,-2.6,0.1,-0.1,-0.7,0.6
1,550,1436,4.2,0.8,26.9,4.6,2.9,-2.6,0.1,-0.1,-0.7,0.7
1,600,1420,4.7,0.8,26.8,4.2,3,-2.6,0.1,-0.1,-0.8,0.8
1,650,1404,5.2,0.8,26.7,3.9,3,-2.7,0.1,-0.1,-0.9,0.8
1,700,1388,5.9,0.8,26.7,3.6,3.1,-2.7,0.1,-0.1,-0.9,0.9
1,750,1371,6.3,0.8,26.6,3.4,3.1,-2.8,0.1,-0.2,-1,0.9
1,800,1355,7,0.8,26.5,3.2,3.2,-2.9,0.1,-0.1,-1.1,1.1
1,850,1338,7.5,0.8,26.4,3,3.3,-2.9,0.2,-0.1,-1.1,1.1
